game_id,team_id,team_city,team_name,team_tricode,team_slug,person_id,first_name,family_name,name_i,player_slug,position,comment,jersey_num,minutes,field_goals_made,field_goals_attempted,field_goals_percentage,three_pointers_made,three_pointers_attempted,three_pointers_percentage,free_throws_made,free_throws_attempted,free_throws_percentage,rebounds_offensive,rebounds_defensive,rebounds_total,assists,steals,blocks,turnovers,fouls_personal,points,plus_minus_points
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1642851,Kon,Knueppel,K. Knueppel,kon-knueppel,F,,,38:04,6,11,0.545,2,6,0.333,5,5,1.0,2,8,10,9,1,0,3,1,19,-4.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1628970,Miles,Bridges,M. Bridges,miles-bridges,F,,,40:01,11,19,0.579,7,12,0.583,5,6,0.833,2,6,8,5,1,1,2,4,34,-15.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1641750,Ryan,Kalkbrenner,R. Kalkbrenner,ryan-kalkbrenner,C,,,19:17,3,4,0.75,0,0,0.0,3,3,1.0,3,1,4,0,0,0,4,4,9,-10.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1642883,Sion,James,S. James,sion-james,G,,,24:34,2,5,0.4,2,3,0.667,1,2,0.5,0,1,1,1,0,1,2,2,7,-15.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1629012,Collin,Sexton,C. Sexton,collin-sexton,G,,,25:33,4,9,0.444,1,3,0.333,4,4,1.0,0,0,0,3,1,0,4,4,13,-16.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1642354,KJ,Simpson,K. Simpson,kj-simpson,,,,20:06,3,6,0.5,2,4,0.5,0,0,0.0,0,3,3,4,0,0,3,3,8,4.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1630544,Tre,Mann,T. Mann,tre-mann,,,,18:03,2,6,0.333,2,5,0.4,0,0,0.0,1,1,2,5,0,0,2,1,6,3.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1631217,Moussa,Diabaté,M. Diabaté,moussa-diabaté,,,,28:43,4,4,1.0,0,0,0.0,0,0,0.0,1,2,3,1,2,3,0,2,8,0.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1642862,Liam,McNeeley,L. McNeeley,liam-mcneeley,,,,17:40,2,7,0.286,1,3,0.333,2,2,1.0,0,1,1,0,0,1,1,4,7,-2.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1626192,Pat,Connaughton,P. Connaughton,pat-connaughton,,,,7:59,0,0,0.0,0,0,0.0,0,0,0.0,0,5,5,0,1,0,1,0,0,5.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,203486,Mason,Plumlee,M. Plumlee,mason-plumlee,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,1641810,Antonio,Reeves,A. Reeves,antonio-reeves,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
0022500198,1610612747,Los Angeles,Lakers,LAL,lakers,203935,Marcus,Smart,M. Smart,marcus-smart,F,,,36:35,4,9,0.444,3,7,0.429,2,2,1.0,2,2,4,5,7,0,3,1,13,15.0
0022500198,1610612747,Los Angeles,Lakers,LAL,lakers,1629060,Rui,Hachimura,R. Hachimura,rui-hachimura,F,,,35:36,9,12,0.75,3,3,1.0,0,0,0.0,2,1,3,2,1,0,1,1,21,13.0
0022500198,1610612747,Los Angeles,Lakers,LAL,lakers,1629028,Deandre,Ayton,D. Ayton,deandre-ayton,C,,,32:56,7,10,0.7,0,0,0.0,0,0,0.0,3,3,6,0,0,0,3,3,14,2.0
0022500198,1610612747,Los Angeles,Lakers,LAL,lakers,1630559,Austin,Reaves,A. Reaves,austin-reaves,G,,,29:25,7,17,0.412,2,10,0.2,8,11,0.727,0,5,5,7,2,0,1,2,24,18.0
0022500198,1610612747,Los Angeles,Lakers,LAL,lakers,1629029,Luka,Dončić,L. Dončić,luka-dončić,G,,,38:25,14,28,0.5,5,15,0.333,5,5,1.0,1,5,6,7,1,0,2,4,38,16.0
